CustomerID,random_date
2542-HYGIQ,2021-05-18
2545-EBUPK,2021-08-10
2545-LXYVJ,2020-01-03
2546-KZAAT,2020-05-22
2550-AEVRU,2020-04-03
2550-QHZGP,2020-02-26
2558-BUOZZ,2020-06-19
2560-PPCHE,2021-09-06
2560-QTSBS,2020-09-22
2560-WBWXF,2020-06-13
2565-JSLRY,2021-10-20
2568-BRGYX,2021-08-21
2568-OIADY,2021-01-02
2569-WGERO,2021-06-09
2573-GYRUU,2020-12-09
2575-GFSOE,2021-08-19
2576-HXMPA,2020-03-31
2577-GVSIL,2020-12-31
2578-JQPHZ,2021-10-25
2580-ASVVY,2020-03-24
2580-ATZSQ,2021-05-10
2581-VKIRT,2020-10-12
2582-FFFZR,2021-12-10
2585-KTFRE,2021-01-24
2586-CWXVV,2020-12-24
2587-EKXTS,2021-07-19
2587-YNLES,2020-02-04
2589-AYCRP,2021-01-18
2592-HODOV,2020-01-27
2592-SEIFQ,2021-03-30
2592-YKDIF,2021-01-10
2595-KIWPV,2021-05-03
2599-CIPQE,2020-04-19
2599-CZABP,2020-11-22
2603-HVKCG,2021-01-21
2604-IJPDU,2020-09-04
2604-XVDAM,2020-04-04
2606-PKWJB,2021-01-02
2606-RMDHZ,2020-03-26
2607-DHDAK,2021-09-18
2607-FBDFF,2020-03-17
2608-BHKFN,2020-06-15
2609-IAICY,2021-09-25
2612-PHGOX,2020-12-21
2612-RANWT,2020-10-21
2612-RRIDN,2021-09-06
2615-YVMYX,2021-07-17
2616-FLVQC,2020-01-31
2616-UUTFK,2020-03-12
2619-WFQWU,2020-06-09
2621-UDNLU,2020-05-03
2623-DRYAM,2021-03-12
2625-TRCZQ,2021-02-15
2626-URJFX,2021-08-18
2626-VEEWG,2020-02-28
2632-IVXVF,2020-03-17
2632-TACXW,2020-12-18
2632-UCGVD,2020-02-29
2634-HCZGT,2020-01-14
2636-ALXXZ,2020-06-20
2636-OHFMN,2020-02-18
2636-SJDOU,2021-08-01
2637-FKFSY,2021-12-10
2639-UGMAZ,2021-02-10
2640-LYMOV,2021-12-23
2640-PMGFL,2021-07-22
2642-DTVCO,2020-12-29
2642-MAWLJ,2020-02-15
2645-QTLMB,2021-12-30
2649-HWLYB,2021-06-13
2650-GYRYL,2021-04-03
2651-ZCBXV,2020-10-02
2654-VBVPB,2021-07-07
2656-FMOKZ,2021-10-14
2656-TABEH,2021-06-13
2657-ALMWY,2021-03-04
2657-VPXTA,2020-04-23
2659-VXMWZ,2021-04-07
2660-EMUBI,2021-10-11
2661-GKBTK,2021-05-25
2662-NNTDK,2021-03-23
2664-XJZNO,2020-01-17
2665-NPTGL,2021-11-28
2667-WYLWJ,2021-02-28
2668-TZSPS,2021-10-25
2669-OIDSD,2021-04-08
2669-QVCRG,2020-06-01
2672-DZUOY,2020-05-27
2672-HUYVI,2020-09-25
2672-OJQZP,2021-02-24
2672-TGEFF,2021-02-27
2673-CXQEU,2020-05-27
2673-ZALNP,2020-12-22
2674-MIAHT,2020-11-16
2674-MLXMN,2021-11-01
2675-DHUTR,2020-04-27
2675-IJRGJ,2020-02-04
2675-OTVVJ,2021-09-05
2676-ISHSF,2020-07-13
2676-OXPPQ,2021-03-12
2676-SSLTO,2020-08-18
2680-XKKNJ,2021-05-18
2682-KEVRP,2020-05-29
2683-BPJSO,2021-11-04
2683-JXWQQ,2020-11-17
2684-EIWEO,2020-01-04
2685-SREOM,2020-12-12
2688-BHGOG,2021-04-12
2690-DVRVK,2021-11-22
2691-NZETQ,2021-04-22
2692-AQCPF,2020-07-18
2692-BUCFV,2020-07-12
2692-PFYTJ,2021-11-17
2694-CIUMO,2021-11-24
2696-ECXKC,2021-10-01
2696-NARTR,2021-12-04
2696-RZVZW,2021-07-06
2697-NQBPF,2021-04-11
2700-LUEVA,2021-05-25
2703-AMTUL,2020-06-09
2706-QZIHY,2021-06-14
2709-UQGNP,2021-11-12
2710-WYVXG,2021-01-23
2712-SYWAY,2021-03-31
2716-GFZOR,2020-02-23
2717-HVIZY,2021-07-15
2718-GAXQD,2021-12-20
2718-YSKCS,2020-07-30
2719-BDAQO,2021-05-31
2720-FVBQP,2021-08-02
2720-WGKHP,2020-01-28
2722-JMONI,2021-11-08
2722-VOJQL,2020-03-04
2724-FJDYW,2020-01-29
2725-IWWBA,2020-07-11
2725-KXXWT,2021-07-04
2725-TTRIQ,2021-03-03
2729-VNVAP,2021-05-01
2731-GJRDG,2021-09-10
2732-ISEZX,2021-03-26
2737-WFVYW,2021-08-21
2737-YNGYW,2021-08-27
2739-CACDQ,2020-01-22
2739-CCZMB,2021-02-03
2740-JFBOK,2021-01-16
2740-TVLFN,2020-10-22
2746-DIJLO,2020-09-08
2748-MYRVK,2021-10-09
2749-CTKAJ,2021-09-25
2750-BJLSB,2020-03-12
2753-JMMCV,2021-07-20
2754-SDJRD,2020-09-27
2754-VDLTR,2021-10-23
2754-XBHTB,2020-01-02
2758-RNWXS,2021-11-15
2761-OCIAX,2020-02-13
2761-XECQW,2020-06-09
2770-NSVDG,2020-09-21
2773-MADBQ,2021-09-21
2773-OVBPK,2021-09-01
2774-LVQUS,2021-09-25
2775-SEFEE,2020-05-09
2777-PHDEI,2020-05-27
2778-OCLGR,2021-08-30
2782-JEEBU,2021-09-01
2782-LFZVW,2021-04-16
2786-GCDPI,2020-10-09
2788-CJQAQ,2020-05-02
2789-CZANW,2021-10-07
2789-HQBOU,2020-12-10
2790-XUYMV,2020-01-01
2791-SFVEW,2020-09-10
2792-LSHWX,2021-04-18
2792-VPPET,2020-01-18
2794-XIMMO,2020-06-21
2796-NNUFI,2020-06-10
2796-UUZZO,2020-09-29
2798-NYLMZ,2020-08-10
2799-ARNLO,2020-01-17
2799-TSLAG,2021-12-21
2800-QQUSO,2020-11-27
2800-VEQXM,2020-12-01
2801-NISEI,2020-07-18
2804-ETQDK,2020-04-16
2805-AUFQN,2021-03-23
2805-EDJPQ,2021-09-11
2806-MLNTI,2021-04-18
2808-CHTDM,2021-10-17
2809-ILCYT,2021-11-14
2809-ZMYOQ,2020-03-20
2810-FTLEM,2021-07-30
2811-POVEX,2021-12-03
2812-ENYMO,2020-08-22
2812-REYAT,2020-11-18
2812-SFXMJ,2020-12-23
2815-CPTUL,2021-08-11
2817-LVCPP,2021-03-07
2817-NTQDO,2021-10-29
2819-GWENI,2020-01-18
2821-WARNZ,2021-10-25
2823-LKABH,2020-06-09
2824-DXNKN,2020-06-08
2824-MYYBN,2021-11-03
2826-DXLQO,2020-04-28
2826-UWHIS,2020-07-17
2828-SLQPF,2020-10-16
2829-HYVZP,2021-11-21
2830-LEWOA,2020-12-26
2831-EBWRN,2021-06-19
2832-KJCRD,2021-05-30
2832-SCUCO,2021-01-31
2833-SLKDQ,2020-09-16
2834-JKOOW,2020-01-13
2834-JRTUA,2020-11-26
2834-SPCJV,2020-04-22
2839-RFSQE,2020-08-31
2840-XANRC,2020-02-26
2842-BCQGE,2021-11-14
2842-JTCCU,2020-09-25
2843-CQMEG,2020-03-13
2845-AFFTX,2020-03-29
2845-HSJCY,2020-11-27
2845-KDHVX,2020-08-09
2848-YXSMW,2020-08-19
2851-MMUTZ,2020-01-05
2851-STERV,2020-11-24
2853-CWQFQ,2021-01-16
2856-HYAPG,2021-09-03
2856-NNASM,2020-03-25
2858-EIMXH,2020-03-07
2858-MOFSQ,2021-03-31
2860-RANUS,2020-11-15
2862-JVEOY,2021-09-23
2862-PFNIK,2021-01-30
2863-IMQDR,2020-05-06
2865-TCHJW,2021-08-23
2866-IKBTM,2021-03-27
2867-UIMSS,2021-12-24
2868-LLSKM,2020-08-16
2868-MZAGQ,2020-06-10
2868-SNELZ,2020-03-05
2869-ADAWR,2020-12-16
2873-ZLIWT,2020-05-29
2874-YXVVA,2020-05-21
2876-GZYZC,2020-09-04
2876-VBBBL,2021-10-06
2877-VDUER,2020-09-08
2878-DHMIN,2020-07-26
2878-RMWXY,2020-08-08
2880-FPNAE,2021-02-27
2882-DDZPG,2021-09-02
2882-WDTBA,2020-02-29
2883-ILGWO,2021-10-25
2884-GBPFB,2021-01-16
2885-HIJDH,2020-07-06
2886-KEFUM,2021-06-28
2887-JPYLU,2021-05-24
2888-ADFAO,2021-12-07
2889-FPWRM,2020-08-18
2890-WFBHU,2021-05-28
2892-GESUL,2021-11-22
2894-QOJRX,2021-05-05
2896-TBNBE,2021-01-22
2897-DOVND,2020-04-16
2898-LSJGD,2021-04-15
2898-MRKPI,2021-01-16
2900-PHPLN,2020-01-07
2903-YYTBW,2021-12-04
2904-GGUAZ,2020-09-29
2905-KFQUV,2021-07-04
2907-ILJBN,2020-04-19
2908-WGAXL,2020-04-08
2908-ZTPNF,2020-10-24
2911-IJORQ,2020-07-12
2911-UREFD,2020-06-03
2911-WDXMV,2020-12-22
2916-BQZLN,2020-03-18
2919-HBCJO,2021-02-03
2920-RNCEZ,2021-05-01
2921-XWDJH,2020-12-18
2923-ARZLG,2021-03-30
2924-KHUVI,2020-05-29
2925-MXLSX,2021-11-13
2925-VDZHY,2021-07-05
2926-JEJJC,2021-01-16
2927-CVULT,2021-01-17
2927-QRRQV,2021-12-14
2928-HLDBA,2021-12-10
2929-ERCFZ,2021-05-23
2929-QNSRW,2021-11-25
2930-UOTMB,2020-08-30
2931-FSOHN,2021-08-15
2931-SVLTV,2021-03-10
2931-VUVJN,2020-10-26
2931-XIQBR,2020-09-30
2933-FILNV,2021-04-22
2933-XEUJM,2020-08-08
2937-FTHUR,2021-05-30
2946-KIQSP,2020-03-06
2947-DOMLJ,2021-09-26
2951-QOQTK,2020-11-12
2952-QAYZF,2021-06-06
2954-PIBKO,2021-09-23
2955-BJZHG,2021-03-27
2955-PSXOE,2020-04-18
2956-GGUCQ,2020-01-12
2957-JIRMN,2021-04-21
2957-LOLHO,2021-07-02
2958-NHPPS,2020-09-26
2959-EEXWB,2021-02-04
2959-FENLU,2020-04-02
2959-MJHIC,2021-06-05
2960-NKRSO,2020-03-10
2961-VNFKL,2020-08-08
2962-XPMCQ,2020-10-13
2967-MXRAV,2021-05-04
2968-SSGAA,2020-10-14
2969-QWUBZ,2020-06-13
2969-VAPYH,2020-06-24
2969-WGHQO,2021-05-28
2971-SGAFL,2021-05-03
2972-YDYUW,2020-08-18
2974-GGUXS,2020-06-21
2977-CEBSX,2021-03-29
2978-XXSOG,2020-10-29
2979-SXESE,2021-09-27
2982-IHMFT,2021-11-02
2982-VPSGI,2021-09-22
2983-ZANRP,2021-01-02
2984-AFWNC,2020-01-22
2984-MIIZL,2021-03-11
2984-RGEYA,2020-07-15
2984-TBYKU,2020-02-23
2985-FMWYF,2021-08-21
2985-JUUBZ,2021-03-22
2987-BJXIK,2021-07-29
2988-GBIVW,2020-03-16
2988-PLAHS,2021-09-24
2988-QRAJY,2021-09-10
2990-HWIML,2020-03-29
2990-IAJSV,2020-06-05
2990-OGYTD,2020-09-27
2995-UPRYS,2020-12-02
2995-YWTCD,2021-10-03
2996-XAUVF,2020-07-15
2999-AANRQ,2020-06-13
3001-CBHLQ,2021-04-29
3001-UNBTL,2020-07-11
3002-WQZWT,2020-07-09
3003-CMDUU,2021-01-04
3005-NFMTA,2021-07-17
3005-TYFRD,2021-01-16
3006-XIMLN,2021-09-14
3007-FDPEA,2020-11-17
3009-JWMPU,2020-09-04
3011-WQKSZ,2020-07-23
3012-VFFMN,2021-04-20
3014-WJKSM,2020-08-25
3016-KSVCP,2021-11-06
3018-TFTSU,2021-06-08
3021-VLNRJ,2021-09-20
3022-BEXHZ,2020-05-02
3023-GFLBR,2021-03-16
3026-ATZYV,2021-06-14
3027-YNWZU,2021-03-14
3027-ZTDHO,2021-10-06
3030-YDNRM,2020-01-01
3030-YZADT,2020-02-08
3030-ZKIWL,2020-08-28
3034-ZBEQN,2021-07-20
3038-PQIUY,2020-03-02
3039-MJSLN,2021-07-29
3043-SUDUA,2021-06-16
3043-TYBNO,2020-02-15
3045-XETSH,2021-10-18
3049-NDXFL,2021-12-06
3049-SOLAY,2020-01-01
3050-GBUSH,2020-03-20
3050-RLLXC,2021-08-07
3055-MJDSB,2021-06-09
3055-OYMSE,2020-06-25
3055-VTCGS,2020-12-09
3057-VJJQE,2021-08-22
3058-HJCUY,2021-12-06
3058-WQDRE,2020-08-01
3059-NGMXB,2021-10-17
3061-BCKYI,2020-09-15
3062-ICYZQ,2021-09-10
3063-QFSZL,2020-09-13
3066-RRJIO,2020-11-17
3067-SVMTC,2021-12-07
3068-OMWZA,2021-09-01
3069-SSVSN,2020-02-13
3070-BDOQC,2020-01-05
3070-DVEYC,2020-02-04
3070-FNFZQ,2020-08-12
3071-MVJCD,2020-01-20
3071-VBYPO,2021-09-20
3074-GQWYX,2020-02-22
3077-RSNTJ,2021-10-12
3078-ZKNTS,2020-05-03
3079-BCHLN,2021-02-01
3082-VQXNH,2020-12-11
3082-WQRVY,2021-01-01
3082-YVEKW,2021-02-10
3084-DOWLE,2020-11-20
3085-QUOZK,2021-03-24
3086-RUCRN,2021-11-15
3088-FVYWK,2020-06-08
3088-LHEFH,2021-04-01
3090-HAWSU,2021-12-09
3090-LETTY,2020-08-12
3090-QFUVD,2020-09-01
3091-FYHKI,2021-04-25
3092-IGHWF,2020-04-28
3094-JOJAI,2021-04-05
3096-GKWEB,2020-08-16
3096-IZETN,2020-09-03
3096-JRDSO,2020-08-16
3096-WPXBT,2020-07-04
3096-YXENJ,2020-02-26
3097-FQTVJ,2021-07-31
3097-IDVPU,2021-12-25
3097-NNSPB,2021-08-15
3097-NQYSN,2021-05-26
3097-PYWXL,2021-06-03
3099-OONVS,2021-09-25
3104-OWCGK,2021-04-06
3106-ULWFW,2021-04-19
3108-PCCGG,2020-06-11
3113-IWHLC,2021-01-03
3115-CZMZD,2020-02-09
3115-JPJDD,2020-10-02
3118-UHVVQ,2021-01-28
3120-FAZKD,2020-10-28
3125-RAHBV,2021-03-14
3126-WQMGH,2021-08-06
3128-YOVTD,2020-09-24
3129-AAQOU,2020-01-18
3130-ICDUP,2020-12-05
3131-NWVFJ,2021-04-10
3132-TVFDZ,2020-03-13
3133-PZNSR,2021-06-04
3134-DSHVC,2021-07-18
3137-LUPIX,2020-05-09
3137-NYQQI,2020-07-22
3138-BKYAV,2020-04-24
3143-ILDAL,2020-03-10
3143-JQEGI,2021-10-13
3144-AUDBS,2021-11-07
3144-KMTWZ,2021-03-08
3146-JTQHR,2020-01-10
3146-MSEGF,2021-12-04
3148-AOIQT,2020-10-05
3148-BLQJT,2020-01-26
3154-CFSZG,2020-01-20
3154-HMWUU,2020-06-24
3156-QLHBO,2020-07-21
3158-MOERK,2020-02-22
3160-TYXLT,2020-05-30
3161-GETRM,2021-08-30
3161-ONRWK,2020-04-27
3162-KKZXO,2020-10-20
3162-ZJZFU,2020-08-31
3164-AALRN,2020-11-09
3164-YAXFY,2020-04-06
3165-HDOEW,2020-04-08
3166-PNEOF,2020-09-07
3167-SNQPL,2021-06-20
3170-GWYKC,2021-09-18
3170-NMYVV,2021-06-18
3173-NVMPX,2021-09-23
3173-WSSUE,2021-07-17
3174-AKMAS,2020-05-02
3174-RKMOW,2020-08-15
3177-LASXD,2020-04-24
3178-CIFOT,2020-12-28
3178-FESZO,2021-02-02
3179-GBRWV,2020-03-20
3181-MIZBN,2021-11-04
3181-VTHOE,2021-10-26
3186-AJIEK,2021-10-02
3186-BAXNB,2021-05-11
3190-FZATL,2020-08-12
3190-ITQXP,2021-01-23
3190-XFANI,2021-05-26
3191-CSNMG,2021-03-28
3192-LNKRK,2020-07-12
3192-NQECA,2020-02-01
3194-ORPIK,2021-01-03
3195-TQDZX,2020-11-30
3196-NVXLZ,2021-12-08
3197-ARFOY,2021-06-27
3197-NNYNB,2020-06-30
3198-VELRD,2021-06-19
3199-NPKCN,2021-12-03
3199-XGZCY,2021-02-27
3200-MNQTF,2021-11-27
3205-MXZRA,2020-03-16
3207-OYBWH,2021-08-15
3208-YPIOE,2020-11-02
3209-ZPKFI,2020-04-16
3211-AAPKX,2021-10-12
3211-ILJTT,2020-01-22
3212-KXOCR,2021-01-30
3213-VVOLG,2020-10-04
3214-IYUUQ,2021-02-20
3217-FZDMN,2021-06-27
3219-JQRSL,2020-09-06
3221-CJMSG,2020-03-24
3223-DWFIO,2021-11-12
3223-WZWJM,2021-10-14
3224-DFQNQ,2020-05-06
3227-WLKLI,2021-09-26
3229-USWAR,2020-06-21
3230-IUALN,2020-08-26
3230-JCNZS,2020-09-17
3230-WYKIR,2021-12-24
3234-VKACU,2020-05-05
3235-ETOOB,2020-07-31
3237-AJGEH,2021-01-03
3239-TPHPZ,2020-05-04
3243-ZHOHY,2020-05-30
3244-CQPHU,2020-06-23
3244-DCJWY,2020-05-16
3247-MHJKM,2021-11-30
3247-ZVOUO,2020-10-29
3249-VHRIP,2021-10-05
3249-ZPQRG,2021-11-21
3251-YMVWZ,2021-05-15
3253-HKOKL,2020-01-21
3254-YRILK,2021-02-27
3255-GRXMG,2020-02-21
3256-EZDBI,2020-07-21
3258-SANFR,2021-11-13
3258-SYSWS,2020-09-19
3258-ZKPAI,2020-12-14
3259-FDWOY,2021-12-08
3259-KNMRR,2020-05-13
3259-QMXUN,2020-06-19
3261-CQXOL,2020-07-29
3262-EIDHV,2020-10-22
3266-FTKHB,2020-02-01
3269-ATYWD,2021-01-20
3272-VUHPV,2021-02-22
3274-NSDWE,2020-06-12
3275-RHRNE,2021-01-03
3276-HDUEG,2021-05-17
3278-FSIXX,2020-02-11
3279-DYZQM,2020-06-28
3280-MRDOF,2021-02-06
3280-NMUVX,2020-08-07
3282-ZISZV,2021-08-01
3283-WCWXT,2021-09-20
3284-SVCRO,2021-12-08
3285-UCQVC,2021-01-09
3292-PBZEJ,2021-12-29
3295-YVUSR,2021-10-11
3296-SILRA,2020-06-24
3298-QEICA,2020-04-04
3301-LSLWQ,2021-10-20
3301-VKTGC,2021-09-09
3307-TLCUD,2021-04-08
3308-DGHKL,2020-05-06
3308-JSGML,2020-02-08
3308-MHOOC,2020-04-24
3312-UUMZW,2021-06-26
3312-ZWLGF,2020-09-06
3313-QKNKB,2021-02-02
3315-IKYZQ,2020-08-12
3315-TOTBP,2021-02-20
3316-UWXUY,2021-10-27
3317-HRTNN,2021-06-22
3317-VLGQT,2020-05-19
3318-ISQFQ,2020-12-22
3318-NMQXL,2021-08-05
3318-OSATS,2021-12-02
3319-DWOEP,2021-06-07
3320-VEOYC,2021-11-06
3323-CPBWR,2020-03-11
3324-OIRTO,2021-11-08
3325-FUYCG,2021-09-10
3327-YBAKM,2020-09-26
3329-WDIOK,2021-05-30
3331-HQDTW,2021-12-26
3334-CTHOL,2021-05-28
3336-JORSO,2021-12-30
3338-CVVEH,2021-03-22
3339-EAQNV,2020-01-23
3340-QBBFM,2021-10-22
3345-JHUEO,2021-04-23
3345-PBBFH,2021-12-08
3346-BRMIS,2020-10-30
3347-YJZZE,2021-03-03
3348-CFRNX,2020-08-23
3349-ANQNH,2020-05-27
3351-NGXYI,2020-10-12
3351-NQLDI,2021-01-13
3352-ALMCK,2021-12-13
3352-RICWQ,2020-02-27
3354-OADJP,2021-01-05
3359-DSRKA,2020-09-30
3363-DTIVD,2021-04-22
3363-EWLGO,2021-08-25
3365-SAIGS,2021-02-28
3370-GQEAL,2020-11-10
3370-HXOPH,2020-07-06
3372-CDXFJ,2020-06-15
3372-KWFBM,2021-04-05
3373-DIUUN,2020-10-19
3373-YZZYM,2020-08-13
3374-LXDEV,2021-03-07
3374-PZLXD,2021-12-24
3374-TTZTK,2020-05-30
3376-BMGFE,2020-09-19
3378-AJRAO,2020-04-21
3384-CTMSF,2020-10-12
3387-PLKUI,2020-06-25
3387-VATUS,2021-08-26
3389-KTRXV,2021-10-24
3389-YGYAI,2021-05-06
3391-JSQEW,2020-08-10
3392-EHMNK,2021-05-19
3393-FMZPV,2020-06-29
3396-DKDEL,2021-06-14
3397-AVTKU,2020-09-30
3398-FSHON,2021-08-31
3398-GCPMU,2021-10-18
3398-ZOUAA,2021-03-07
3399-BMLVW,2020-04-28
3400-ESFUW,2020-09-11
3401-URHDA,2021-02-19
3402-XRIUO,2021-09-21
3404-JNXAX,2020-10-02
3407-JMJQQ,2020-12-15
3407-QGWLG,2021-07-28
3410-MHHUM,2021-09-28
3410-YOQBQ,2021-02-23
3411-WLRSQ,2021-04-19
3413-BMNZE,2021-09-10
3413-CSSTH,2021-02-14
3413-DHLPB,2020-06-12
3415-TAILE,2020-04-30
3417-TSCIC,2020-04-18
3419-SNJJD,2020-04-29
3420-YJLQT,2020-08-31
3420-ZDBMA,2020-07-07
3422-GALYP,2020-11-15
3422-LYEPQ,2020-02-27
3422-WJOYD,2021-03-29
3423-HHXAO,2021-04-08
3424-NMNBO,2021-09-05
3426-NIYYL,2020-06-14
3427-GGZZI,2020-02-19
3428-MMGUB,2021-12-21
3428-XZMAZ,2021-02-20
3429-IFLEM,2021-01-19
3439-GVUSX,2020-11-30
3440-JPSCL,2021-01-14
3441-CGZJH,2020-11-04
3442-ZHHCC,2020-09-07
3445-HXXGF,2020-06-10
3446-QDSZF,2020-02-06
3450-WXOAT,2020-02-12
3451-VAWLI,2020-12-01
3452-ABWRL,2020-02-18
3452-FLHYD,2020-12-10
3452-GWUIN,2021-04-18
3452-SRFEG,2021-07-07
3453-RTHJQ,2021-07-14
3454-JFUBC,2020-08-25
3457-PQBYH,2020-03-12
3458-IDMFK,2020-11-01
3460-TJBWI,2020-08-29
3462-BJQQA,2020-07-24
3466-BYAVD,2021-01-18
3466-RITXD,2020-09-20
3466-WAESX,2020-09-29
3468-DRVQJ,2020-07-28
3470-BTGQO,2020-03-06
3470-OBUET,2021-09-02
3472-OAOOR,2020-10-24
3472-QPRCH,2021-08-20
3473-XIIIT,2021-03-18
3474-BAFSJ,2021-04-18
3481-JHUZH,2021-11-03
3482-ABPKK,2020-07-20
3486-HOOGQ,2020-07-27
3486-KHMLI,2021-05-05
3486-NPGST,2021-02-11
3487-EARAT,2020-02-15
3488-PGMQJ,2021-07-11
3489-HHPFY,2021-08-26
3489-VSFRD,2020-11-23
3494-JCHRQ,2020-04-16
3496-LFSZU,2020-06-19
3498-LZGQZ,2020-09-07
3500-NSDOA,2020-03-27
3500-RMZLT,2020-09-06
3503-TYDAY,2020-06-12
3506-LCJDC,2020-09-24
3506-OVLKD,2020-07-22
3507-GASNP,2020-03-21
3508-CFVZL,2021-05-24
3508-VLHCZ,2021-11-04
3509-GWQGF,2020-07-03
3511-APPBJ,2021-04-08
3511-BFTJW,2021-07-30
3512-IZIKN,2021-07-20
3518-FSTWG,2021-10-11
3518-PZXZQ,2021-12-22
3519-ZKXGG,2021-03-20
3520-FJGCV,2020-03-23
3521-HTQTV,2020-02-19
3521-MNKLV,2020-12-23
3521-SYVOR,2020-01-10
3522-CDKHF,2020-12-01
3523-BRGUW,2021-12-03
3523-QRQLL,2020-05-13
3524-WQDSG,2021-07-23
3525-DVKFN,2021-11-05
3528-HFRIQ,2020-03-01
3530-CRZSB,2020-05-20
3530-VWVGU,2021-07-23
3533-UVMOM,2021-10-23
3536-IQCTX,2020-08-19
3537-HPKQT,2020-04-13
3537-RYBHH,2021-01-16
3538-WZPHD,2020-01-31
3540-RZJYU,2020-07-03
3541-ZNUHK,2020-12-30
3544-FBCAS,2021-09-30
3545-CNWRG,2021-11-23
3546-GHEAE,2021-03-28
3547-LQRIK,2021-05-04
3549-ZTMNH,2021-01-24
3550-SAHFP,2021-08-31
3551-GAEGL,2021-03-31
3551-HUAZH,2021-05-08
3552-CTCYF,2020-02-12
3556-BVQGL,2020-01-15
3557-HTYWR,2021-04-05
3563-SVYLG,2020-07-29
3565-UNOCC,2020-09-17
3566-CAAYU,2021-02-02
3566-HJGPK,2020-01-13
3566-VVORZ,2020-04-18
3567-PQTSO,2020-02-07
3569-EDBPQ,2021-05-27
3569-JFODW,2021-10-10
3569-VLDHH,2020-04-09
3570-YUEKJ,2021-09-05
3571-DPYUH,2020-04-26
3571-RFHAR,2021-05-18
3572-UOLYZ,2021-01-17
3572-UUHRS,2021-01-06
3577-AMVUX,2021-06-21
3580-GICBM,2020-11-14
3580-HYCSP,2020-03-22
3580-REOAC,2020-12-26
3583-EKAPL,2020-05-25
3583-KRKMD,2020-01-08
3584-WKTTW,2021-08-27
3585-ISXZP,2020-08-03
3585-YNADK,2020-08-20
3587-PMCOY,2021-07-20
3588-WSTTJ,2020-01-19
3589-PPVKW,2020-06-27
3590-TCXTB,2021-10-15
3594-BDSOA,2021-05-01
3594-IVHJZ,2020-05-04
3594-KADLU,2021-05-18
3594-UVONA,2021-09-28
3597-MVHJT,2021-10-27
3597-YASZG,2020-09-16
3604-WLABM,2021-12-30
3605-JISKB,2021-12-05
3606-SBKRY,2021-12-30
3606-TWKGI,2020-05-13
3612-YUNGG,2021-07-31
3612-YVGSJ,2020-02-09
3617-XLSGQ,2021-10-01
3620-EHIMZ,2021-12-30
3620-MWJNE,2021-11-28
3621-CEOVK,2021-09-24
3621-CHYVB,2021-11-05
3623-FQBOX,2020-07-07
3627-FCRDW,2021-04-26
3627-FHKBK,2021-08-25
3629-WEAAM,2020-09-04
3629-ZNKXA,2021-11-21
3633-CDBUW,2021-04-25
3635-JBPSG,2020-03-06
3635-QQRQD,2021-11-01
3638-DIMPH,2021-06-27
3638-VBZTA,2020-02-18
3638-WEABW,2021-06-08
3639-XJHKQ,2020-08-02
3640-JQGJG,2021-05-03
3640-PHQXK,2020-01-24
3642-BYHDO,2020-11-05
3642-GKTCT,2020-09-15
3643-AHCFP,2020-09-12
3644-QXEHN,2020-11-18
3645-DEYGF,2021-08-08
3646-ITDGM,2021-01-23
3647-GMGDH,2021-12-30
3648-GZPHF,2020-05-31
3649-JPUGY,2021-07-20
3653-NCRDJ,2021-08-17
3654-ARMGP,2021-11-26
3655-SNQYZ,2020-11-22
3656-TKRVZ,2020-02-18
3657-COGMW,2021-05-21
3658-KIBGF,2021-04-07
3658-QQJYD,2020-06-30
3662-FXJFO,2021-12-03
3663-MITLP,2021-06-23
3665-JATSN,2021-07-19
3668-QPYBK,2021-10-28
3669-LVWZB,2021-03-13
3669-OYSJI,2020-07-30
3669-WHAFY,2020-02-20
3671-SHRSP,2020-08-24
3672-YITQD,2021-02-10
3675-EQOZA,2021-06-28
3675-YDUPJ,2021-08-26
3677-IYRBF,2021-12-01
3677-TNKIO,2021-10-08
3678-MNGZX,2021-10-18
3679-XASPY,2021-11-13
3680-CTHUH,2021-12-11
3682-YEUWS,2020-02-09
3683-QKIUE,2021-04-01
3685-YLCMQ,2021-09-10
3688-FTHLT,2020-06-25
3689-MOZGR,2020-09-27
3692-JHONH,2020-12-06
3694-DELSO,2020-02-25
3694-GLTJM,2020-03-27
3696-DFHHB,2020-08-24
3696-XRIEN,2021-02-22
3701-SFMUH,2020-01-07
3703-KBKZP,2020-02-13
3703-TTEPD,2020-12-03
3703-VAVCL,2020-07-04
3704-IEAXF,2020-01-23
3705-PSNGL,2020-08-28
3705-RHRFR,2021-10-22
3707-GNWHM,2021-05-15
3707-LRWZD,2020-07-26
3709-OIJEA,2020-07-22
3712-PKXZA,2020-09-27
3714-JTVOV,2021-07-20
3714-NTNFO,2020-01-25
3714-XPXBW,2021-10-24
3716-BDVDB,2021-06-09
3716-LRGXK,2020-01-06
3716-UVSPD,2021-07-23
3717-FDJFU,2020-10-10
3717-LNXKW,2020-06-23
3717-OEAUQ,2021-05-07
3717-OFRTN,2020-01-30
3719-TDVQB,2020-07-03
3720-DBRWL,2021-10-25
3721-CNEYS,2021-02-24
3721-CNZHX,2021-05-27
3721-WKIIL,2020-05-08
3722-WPXTK,2021-11-17
3723-BFBGR,2021-08-18
3724-BSCVH,2020-10-28
3724-UCSHY,2021-04-18
